class,physiological_width,aspect_ratio,rectangularity,eccentricity,hue,value,correlation 90,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,contrast 0,contrast 45,contrast 90,contrast 135,ASM 0,ASM 45,ASM 90,ASM 135,energy 0,energy 45,energy 90,energy 135,entropy 0,entropy 45,entropy 90,entropy 135
1,347,0.798270893,1.543088778,0.602298581,33.95176812,196.2307348,0.836150449,0.325131405,0.315263945,0.323594604,0.311528047,19.27615909,19.91817512,19.63402791,21.22269567,1105.060021,1156.447591,1117.189056,1251.749656,0.083462012,0.079651353,0.085887883,0.079648486,0.288897927,0.282225714,0.293066345,0.282220633,2.202166199,2.191196604,2.213046119,2.248810921
1,344,0.796511628,1.485656642,0.60462321,28.18531446,218.1770816,0.866194619,0.362281096,0.345814423,0.366959362,0.357214657,11.15630673,11.83610022,9.843980794,10.73738562,447.3968185,506.2960566,383.4126779,424.6784749,0.084758992,0.081522733,0.087830371,0.080905861,0.291133975,0.285521861,0.296361892,0.284439556,1.304959976,1.352771851,1.287338795,1.274657456
1,415,0.722891566,1.286329776,0.690961492,37.76424096,179.4919197,0.888498857,0.262924242,0.269704801,0.272227872,0.247032977,15.93324893,14.52128954,14.27006504,17.84955941,942.5425362,776.9698659,734.3332683,1076.488722,0.038986618,0.037638087,0.03967952,0.036068205,0.197450292,0.194005378,0.199197188,0.189916311,2.158325393,2.077523698,2.047811027,2.20364596
1,357,0.778711485,1.412352355,0.627382199,42.0,206.8595712,0.840856919,0.310439339,0.296919725,0.311520269,0.304041329,14.71898503,14.9624284,13.87292552,15.1859763,663.6769067,641.4685801,597.7192303,719.9311222,0.066175417,0.063339555,0.068745228,0.062978749,0.257245829,0.251673509,0.262193112,0.250955672,1.713816405,1.687282989,1.69775916,1.721010624
1,305,0.875409836,1.323844978,0.483381442,41.79764229,197.3045865,0.872916839,0.26513297,0.248667725,0.274565941,0.268491443,15.52183707,16.93694024,13.4345568,14.53005823,751.2324115,860.3231939,624.5382272,727.2330887,0.041282314,0.038305867,0.043617086,0.038115023,0.203180496,0.195718847,0.20884704,0.195230693,1.756177642,1.807888357,1.648885202,1.656548072
1,329,0.817629179,1.469335237,0.575745191,32.11381792,212.5325477,0.821701306,0.321152376,0.308968006,0.321621124,0.30851989,16.08462282,16.57769521,15.81562945,17.44945138,731.2530395,761.4153846,734.3122562,855.8147344,0.077164129,0.072935774,0.080026064,0.073681113,0.27778432,0.270066241,0.282888783,0.271442651,1.827969004,1.81469673,1.85653907,1.911492413
1,361,0.720221607,1.452682572,0.693744072,33.55063925,193.7082357,0.879743161,0.322410987,0.322408737,0.333333765,0.313068417,17.22928684,15.87610513,14.48487468,18.19635198,1050.395351,947.5812872,856.7373163,1181.267321,0.075295878,0.072513351,0.078847832,0.072352221,0.274400945,0.269283031,0.28079856,0.268983681,2.042559419,1.934102752,1.907237154,2.077519199
1,348,0.775862069,1.479754949,0.630902568,33.62229672,205.9246062,0.904509542,0.336565642,0.329363527,0.343798551,0.330225929,11.79110822,11.78136475,10.5085088,11.74366148,499.1062676,490.8993049,393.7866861,482.2867197,0.074274969,0.071481733,0.078016867,0.071418063,0.272534346,0.26736068,0.279314996,0.267241582,1.269785756,1.266468653,1.233991603,1.269090321
1,327,0.813455657,1.473871492,0.581626937,31.97775402,204.6939022,0.875151174,0.331994722,0.326701095,0.344497781,0.33211111,15.78003913,16.16877792,13.15923738,14.28952095,794.4415269,851.8605275,610.4001658,694.5462978,0.080484386,0.077024563,0.08345042,0.077261224,0.283697701,0.277532994,0.288877864,0.277959033,1.696618942,1.702083465,1.601401722,1.608173209
1,367,0.771117166,1.494144896,0.636693267,34.59760642,210.2366528,0.864727284,0.335789786,0.335648315,0.349546393,0.332850447,16.88107933,15.08016628,13.86391855,17.40110785,887.9382804,740.8690818,672.4690764,971.3139805,0.086794731,0.08399,0.089932745,0.083537216,0.294609455,0.289810282,0.299887888,0.289028054,2.030008688,1.931840644,1.920988903,2.054153111
1,340,0.714705882,1.514920926,0.699425122,36.76337449,192.1269668,0.887776315,0.344556613,0.340268658,0.355647839,0.343274417,16.12876915,16.368948,14.03752841,15.59488942,921.9285961,946.1540895,737.7970272,885.4686691,0.091960851,0.088860667,0.096012749,0.089072988,0.303250476,0.298095064,0.30985924,0.29845098,1.457142536,1.454569493,1.416144549,1.44219733
1,372,0.696236559,1.473887104,0.717812408,36.99682401,209.3831424,0.879613265,0.343718794,0.334120531,0.342933965,0.327776508,12.89371137,12.80918585,12.05568472,13.99413896,554.8964419,542.7834399,476.1786898,598.9408781,0.08055079,0.078250323,0.084853537,0.077288592,0.283814711,0.279732591,0.291296304,0.27800826,1.379294422,1.361250195,1.35898793,1.400098441
1,359,0.766016713,1.483604833,0.642820656,39.68463915,180.946903,0.918711244,0.348623411,0.350827136,0.367128121,0.345768634,14.85867121,13.80185022,11.77332306,14.66698197,990.4061797,870.7505951,697.2539188,987.4047191,0.084489588,0.082047914,0.088507026,0.08175289,0.290670928,0.286440071,0.297501304,0.285924623,1.500520038,1.431961933,1.368486589,1.483945819
1,342,0.815789474,1.466142192,0.578348973,36.62787944,199.5994466,0.903074193,0.347162782,0.340969116,0.378263059,0.355636381,11.53491698,12.05863367,9.113440328,10.62545455,605.5844111,642.1551587,457.8525786,571.5138892,0.07302912,0.069218862,0.076418155,0.070314841,0.270239005,0.263094777,0.276438338,0.265169457,1.154443879,1.158505678,1.080846612,1.118463108
1,352,0.6875,1.51774149,0.726184377,40.36147633,191.266752,0.862095891,0.340886485,0.339412733,0.349738174,0.33412934,18.39497027,17.3439462,16.29018506,18.9371076,1188.613684,1071.492116,978.8265415,1233.246197,0.089652762,0.086789044,0.094187812,0.087113541,0.299420711,0.294599803,0.306900329,0.295150032,1.685473147,1.630706415,1.667215804,1.703127007
1,310,0.816129032,1.431988315,0.577869711,39.73930894,186.9363636,0.905299078,0.344071444,0.337989781,0.355557987,0.335864635,11.57866805,11.7449143,9.92482343,11.58981022,687.0130853,720.8137124,570.1253029,699.5046067,0.069960416,0.066034749,0.072218066,0.066019123,0.264500313,0.256972273,0.268734192,0.256941867,0.90819902,0.904021092,0.8655687,0.897524679
1,340,0.797058824,1.470862899,0.603901674,36.06193835,204.2016171,0.89199845,0.335475511,0.338477689,0.342211672,0.320192457,13.27434763,12.25210674,11.76265903,14.12770867,630.1202123,574.9203117,500.1347249,637.28577,0.07787539,0.075243481,0.081041665,0.074775341,0.279061624,0.274305452,0.284678177,0.273450802,1.525430685,1.475763927,1.445105845,1.535497728
1,324,0.777777778,1.433603146,0.628539361,34.96105232,209.7327185,0.828393953,0.323165173,0.313346808,0.320766082,0.307280469,13.76911831,14.33573589,13.79709658,15.28800403,653.344392,672.9618952,604.0738792,711.2004536,0.070302815,0.066864123,0.07335873,0.067348038,0.265146781,0.25858098,0.270848168,0.259515006,1.343958924,1.346215004,1.346177221,1.371526465
1,356,0.81741573,1.557916582,0.576048196,38.15066219,215.057203,0.894981912,0.383216894,0.380390177,0.393510328,0.380168824,11.31468531,10.80312599,9.699151173,11.38623495,490.0679854,470.2846353,387.0482862,491.9345403,0.105266335,0.101730747,0.108790639,0.102537043,0.324447738,0.318952578,0.32983426,0.320214058,1.197750347,1.160464022,1.145222606,1.201478328
