class,physiological_width,aspect_ratio,rectangularity,eccentricity,hue,value,correlation 90,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,contrast 0,contrast 45,contrast 90,contrast 135,ASM 0,ASM 45,ASM 90,ASM 135,energy 0,energy 45,energy 90,energy 135,entropy 0,entropy 45,entropy 90,entropy 135
4,416,0.497596154,1.626258239,0.867408824,83.09884801,167.8929418,0.828342392,0.265298225,0.265889993,0.287312855,0.26495298,30.56935453,29.48602277,25.79716022,29.71814769,2739.09275,2483.521295,1949.16451,2569.094493,0.057484155,0.057544773,0.067626456,0.05728208,0.239758535,0.239884916,0.260050872,0.239336749,2.62327399,2.627579587,2.596052201,2.62273601
4,453,0.509933775,1.559008663,0.860213663,88.62567969,166.8124958,0.88357575,0.324705781,0.322888304,0.340182385,0.325689677,27.57050343,27.53567889,23.5240511,25.60957782,2503.711139,2335.331623,1796.169382,2213.448162,0.085970117,0.085589803,0.093572443,0.085605624,0.293206612,0.29255735,0.305896131,0.292584387,2.74825699,2.768663318,2.711318638,2.712104219
4,391,0.542199488,1.625731797,0.840249793,86.70355402,180.6025793,0.803090403,0.287776465,0.28723548,0.30451417,0.286424641,28.62367026,27.96029616,26.41602307,28.39880242,2152.347554,2075.792984,1843.994159,2048.169822,0.069703737,0.069189061,0.078543312,0.069240246,0.264014652,0.263038136,0.280255797,0.263135413,2.516415574,2.501727321,2.503149669,2.521591112
4,441,0.462585034,1.574958641,0.886574919,91.02946734,204.2827687,0.785834051,0.328986352,0.328734649,0.348893409,0.328711596,25.41942137,25.63745995,22.82740826,24.88359268,1785.693558,1850.125126,1483.817627,1667.926979,0.092859512,0.092966098,0.104671395,0.092527253,0.304728588,0.304903425,0.32352959,0.304182927,2.352578948,2.350793548,2.326868975,2.345101449
4,409,0.479217604,1.98195169,0.877696125,87.06628911,195.1386158,0.795996262,0.310856257,0.311034461,0.340226592,0.312729163,32.23535888,30.83971193,25.97864468,31.35416667,2864.847527,2627.885314,1882.165778,2689.797788,0.084292068,0.084292168,0.100910742,0.085481554,0.290330962,0.290331134,0.317664511,0.292372286,2.447440207,2.441938295,2.423460838,2.451051372
4,389,0.573264781,2.149091405,0.819370179,104.6724037,191.6066377,0.817734206,0.238052796,0.236061572,0.252014759,0.234733421,29.81831796,29.27903694,26.10556801,29.91562593,2310.636813,2260.425168,1771.338075,2263.813699,0.043720438,0.043156341,0.049092074,0.042606015,0.209094328,0.207741042,0.221567313,0.206412244,2.685717751,2.669699185,2.628885934,2.684040666
4,453,0.554083885,1.631179525,0.832460839,92.78975929,188.3402988,0.840287678,0.373271972,0.371071411,0.387058141,0.375384437,26.07544105,26.3749042,22.79731965,24.50178985,2196.241686,2185.155604,1664.712623,1923.119717,0.121983732,0.120551031,0.130911614,0.123244406,0.349261695,0.347204596,0.3618171,0.351061826,2.737853894,2.749620127,2.715905324,2.712426333
4,379,0.567282322,1.636721535,0.823523386,97.30768853,181.1708903,0.825713667,0.264490081,0.264936285,0.280297921,0.26161621,29.43843448,28.79332701,26.56204452,29.58005687,2234.781669,2166.235804,1789.465564,2137.841668,0.057408096,0.057476486,0.064826236,0.056510843,0.239599866,0.239742541,0.254609968,0.237720094,2.548828132,2.540198464,2.519404576,2.553458443
4,450,0.533333333,1.894952933,0.845905169,96.61741667,189.8146296,0.870195723,0.328188248,0.329928899,0.347177348,0.327545454,27.23385343,25.80354564,21.82819288,27.06498442,2088.549087,1959.484267,1436.851788,2011.026583,0.092003528,0.091243966,0.100071144,0.091432041,0.303320834,0.302066162,0.316340234,0.302377315,2.845845563,2.821273504,2.750153004,2.842114483
4,398,0.587939698,1.41002271,0.80890476,102.1652601,201.157411,0.69083234,0.267522382,0.262354813,0.278769923,0.263534666,34.50020847,35.19386449,31.2256258,33.23195763,2843.084835,2921.534672,2363.623921,2612.632973,0.060752886,0.058696485,0.065787743,0.059082194,0.246481005,0.242273575,0.256491215,0.243068292,2.716499377,2.7246315,2.69197728,2.698228879
4,341,0.630498534,1.890365748,0.77619044,115.6634931,192.086899,0.736979911,0.197416488,0.197773648,0.221683666,0.197194291,35.25341433,35.31711365,31.38816445,35.05384843,2859.421799,2847.319729,2371.491044,2818.608998,0.029205819,0.029478606,0.0369267,0.029455006,0.170897101,0.171693348,0.192163212,0.171624607,2.593081451,2.593194159,2.549849139,2.584087502
4,449,0.46325167,1.747424947,0.886226771,100.4802017,173.1167016,0.819440596,0.319938756,0.324073003,0.339659163,0.318933652,34.17007691,31.2240141,27.51410906,33.7064111,3317.01627,2780.049328,2307.0506,3297.740538,0.089176371,0.090009691,0.098697353,0.088445528,0.29862413,0.30001615,0.314161348,0.297397928,2.695954245,2.692316952,2.659765697,2.691915901
4,446,0.47309417,1.499446308,0.881011865,101.1829533,161.9712239,0.880112408,0.316502553,0.315766489,0.335851305,0.318816173,28.1178545,28.14560518,23.46091928,25.96476272,2427.718098,2349.829322,1678.679391,2104.841716,0.083605245,0.083026053,0.093061519,0.083804144,0.289145715,0.288142418,0.305059862,0.289489455,2.515594211,2.531092056,2.473780097,2.486368688
4,437,0.464530892,1.566308244,0.885556915,99.54942454,181.6978729,0.839400659,0.334752483,0.334135568,0.350130159,0.332962874,26.94379724,25.75195841,23.06995758,26.35485743,2199.274334,1940.691088,1614.483979,2129.551998,0.097269172,0.097021442,0.106197019,0.095282103,0.31188006,0.311482652,0.325878842,0.308677993,2.413607693,2.414173407,2.397261609,2.40675801
4,358,0.569832402,1.521056359,0.821760934,103.5007257,169.9139281,0.754166522,0.211807706,0.212803649,0.233207597,0.211791358,36.75979057,36.15097458,33.78096706,36.8164548,3067.337792,2979.192895,2648.633408,3016.609421,0.035552443,0.035799046,0.043284225,0.035659203,0.188553556,0.189206357,0.208048611,0.188836445,2.578128602,2.570268174,2.564978668,2.577571694
4,399,0.513784461,1.409274558,0.857919301,99.76872669,173.2729873,0.767553627,0.258166375,0.260265155,0.283671668,0.25786614,32.43521303,30.87738523,27.79101151,32.09219724,2567.995915,2316.919126,1905.077554,2539.764998,0.055637017,0.056233169,0.067468653,0.05547131,0.235875002,0.23713534,0.259747287,0.235523481,2.330841374,2.317417708,2.316880306,2.335314101
4,422,0.485781991,1.400824205,0.874080006,101.7023465,140.9221708,0.818779096,0.261517858,0.261252843,0.281712262,0.261901874,35.81996445,35.76619296,31.43737498,35.10133543,3223.167808,3198.794354,2521.128315,3059.788498,0.057548082,0.057021114,0.06627413,0.057328113,0.239891812,0.238790942,0.257437624,0.2394329,2.534520693,2.539497714,2.524885714,2.54119313
4,444,0.452702703,1.521364462,0.891661518,91.80441262,170.6771212,0.85750497,0.320916747,0.322163219,0.343765043,0.321957454,27.51307685,26.95872174,23.460386,26.4857868,2206.539024,2094.369982,1599.320244,2016.784449,0.089251988,0.089407468,0.101056453,0.089490144,0.298750713,0.299010816,0.317893777,0.299149034,2.260966621,2.266805759,2.235420894,2.266324225
4,419,0.517899761,1.864322329,0.855441311,82.13357456,191.6071511,0.857176115,0.332107028,0.334572545,0.351014243,0.331561149,22.93933219,22.16291645,20.21552127,22.37917303,1660.603042,1460.637694,1305.859703,1621.866135,0.092229735,0.093486039,0.102334841,0.09129485,0.303693489,0.305754867,0.319898173,0.302150377,2.399698713,2.40431061,2.368748634,2.378344824
4,459,0.498910675,1.506665329,0.866653413,81.49355443,195.3008058,0.89441934,0.330424824,0.331425651,0.351437374,0.330348344,17.93076953,17.25253236,14.1383433,16.74240781,1084.006127,1055.899331,685.5078102,886.5180562,0.08560235,0.085894061,0.096689341,0.085922082,0.292578793,0.293076886,0.310949098,0.293124686,2.12651695,2.110721981,2.026745694,2.120866349
4,427,0.512880562,1.439935327,0.858459975,94.64008213,202.3451392,0.829089175,0.297124131,0.296323467,0.3162267,0.296435447,20.09643459,19.77419319,16.79579736,19.0258288,1221.157259,1185.297971,876.0366595,1066.650987,0.068575324,0.068490191,0.077905007,0.068192249,0.261868907,0.261706306,0.279114685,0.261136456,1.977272228,1.987216007,1.905732756,1.969017436
4,371,0.557951482,1.394597539,0.829873571,85.93988046,137.8046799,0.859304029,0.272417544,0.268706326,0.28806931,0.269343838,28.12653786,27.77904995,24.37894987,27.21725883,2501.672213,2449.56214,1910.691164,2299.874619,0.057845353,0.055895246,0.064427711,0.056593607,0.240510609,0.236421754,0.253826143,0.237894108,2.075565466,2.072695488,2.059405396,2.073944443
4,342,0.523391813,2.05722927,0.852092137,94.41281976,201.732546,0.790404685,0.286173092,0.285921657,0.317748461,0.287921524,26.89065336,25.08006762,20.28473385,25.57494505,1951.819974,1686.444024,1195.48736,1829.661674,0.06770996,0.067175558,0.081571209,0.067587405,0.260211375,0.259182481,0.285606738,0.259975778,2.033921869,2.020376011,1.953860304,2.010610755
4,460,0.552173913,1.605231703,0.833728955,94.13942143,176.9009671,0.925130346,0.37289939,0.37805813,0.397515962,0.374292571,20.71145451,18.78192982,14.42949727,19.54522807,1705.176043,1358.075298,916.6619971,1667.22286,0.115048131,0.117242747,0.125642008,0.11448117,0.339187457,0.342407283,0.354460164,0.338350661,2.411256243,2.389855623,2.200158428,2.33709846
4,472,0.502118644,1.618660377,0.864798744,99.55166095,175.632822,0.872713845,0.319516908,0.317839065,0.327221505,0.312609282,22.03493936,22.31044349,19.52464334,21.34799714,1841.09649,1813.771285,1359.994254,1632.653617,0.075026299,0.073595331,0.079249009,0.072925538,0.27390929,0.271284595,0.281512005,0.270047288,2.552880581,2.575806508,2.513312842,2.533166458
4,461,0.531453362,1.584525814,0.847087554,97.43816017,174.4356811,0.904079515,0.370993252,0.375088838,0.390105222,0.36998263,20.66093637,18.60397505,16.23310956,20.0326684,1705.462364,1317.09273,1169.043779,1694.607226,0.112433461,0.112937927,0.120546994,0.111326719,0.335310991,0.336062386,0.347198782,0.333656588,2.362600351,2.354086509,2.255076834,2.336426673
4,475,0.541052632,1.539582046,0.840988733,102.461667,203.7825681,0.894958526,0.372730128,0.375597496,0.3937444,0.374392863,13.62502089,12.78007435,10.87265502,13.04982251,785.3742774,667.7093057,526.9263515,742.7588765,0.099926664,0.101856513,0.109778823,0.099321224,0.31611179,0.319149672,0.331328874,0.315152699,1.651993238,1.66064856,1.582596447,1.626095275
4,448,0.613839286,1.593666727,0.789431017,93.99414773,143.8481575,0.915601725,0.376437989,0.376376003,0.39229185,0.376148179,20.12895999,19.41390745,17.11792325,19.53933546,2034.157118,1882.206933,1488.122627,1904.631686,0.098451208,0.097263406,0.106490912,0.098004825,0.313769355,0.311870816,0.326329453,0.313057223,2.102402613,2.080834087,2.095563045,2.12751212
4,401,0.608478803,1.553104018,0.793570127,97.35702751,140.5677405,0.912037457,0.337958784,0.334591959,0.353068153,0.338641441,22.57054018,22.56123006,19.2114278,20.6509026,2143.309968,2000.57521,1584.963063,1916.820781,0.082224341,0.082106172,0.089956488,0.081546058,0.28674787,0.286541745,0.299927472,0.285562703,2.240297673,2.260791516,2.186277991,2.175391491
4,469,0.402985075,1.645369666,0.91520655,100.9923512,213.8057896,0.836907138,0.36449809,0.365837458,0.399695597,0.373622374,22.18732039,22.63190933,15.06606915,18.56467306,1698.846331,1752.636908,902.5344371,1258.371729,0.109331982,0.110572737,0.126071095,0.111309593,0.330653871,0.332524791,0.355064917,0.333630924,2.045940399,2.065609529,1.907467003,1.982145138
4,456,0.460526316,1.667145431,0.887646051,82.22314119,190.6011487,0.869643981,0.387733098,0.386884949,0.410453546,0.393021051,22.06544715,21.3470122,16.35730124,19.24784131,1938.790372,1732.255295,1119.902059,1579.456601,0.128289891,0.128562635,0.141564955,0.12968501,0.358175782,0.35855632,0.376251187,0.360118051,2.187818356,2.198303365,2.100290483,2.128945256
4,424,0.502358491,1.472990605,0.86465944,81.35437151,193.4847861,0.836044037,0.307571099,0.310489673,0.330090911,0.306294054,23.36601959,20.90876054,17.95029525,23.31794258,1660.266668,1342.650023,1020.33144,1629.094589,0.077201377,0.077148772,0.087296643,0.076640375,0.277851359,0.277756678,0.295460053,0.276839981,2.202759208,2.160002374,2.111352134,2.208510107
4,473,0.427061311,1.52008973,0.90422267,74.71554016,193.8510037,0.872523113,0.338126818,0.339428144,0.359266587,0.339193303,19.1842543,18.03325365,14.91957561,18.4002283,1432.939634,1318.148521,859.5398049,1239.119877,0.089756446,0.089112297,0.101261439,0.090481636,0.299593802,0.298516829,0.318216026,0.300801656,2.040692342,1.998462431,1.988412135,2.072881959
4,451,0.405764967,1.8929153,0.913977457,83.94088425,184.8858881,0.884862356,0.284700109,0.283003996,0.300181593,0.286800774,21.46831012,21.43639159,17.96484844,19.54372414,1510.980929,1432.139002,1068.354321,1261.239174,0.061866406,0.061615535,0.069031474,0.061761564,0.248729584,0.248224766,0.262738413,0.24851874,2.318106773,2.341228021,2.26322922,2.279138056
4,436,0.456422018,1.471361829,0.889763419,74.74679591,205.2328846,0.841115996,0.310385559,0.312641549,0.333960382,0.31199935,19.45390381,17.84164292,15.16616726,18.95914055,1270.729559,1112.56529,785.4117805,1171.078632,0.074003601,0.073456204,0.0846257,0.073949483,0.272036029,0.27102805,0.290904967,0.271936541,2.070964323,2.019221417,2.005440033,2.085121601
4,455,0.47032967,1.548640546,0.882490794,79.40643936,210.8993222,0.893850232,0.380828336,0.376561966,0.398634777,0.380175299,12.53734686,12.72144441,10.11524403,11.42800127,890.6103475,873.7961145,580.1690758,675.5306937,0.093973732,0.094406992,0.105384913,0.094871598,0.306551353,0.307257208,0.324630425,0.308012335,1.728014513,1.769516315,1.698671813,1.746171512
4,458,0.447598253,1.453349329,0.894234759,111.498413,183.5868357,0.870558864,0.306575443,0.306807191,0.328992479,0.309539908,22.77175764,22.04414053,17.3422495,21.04775681,1941.057107,1746.686436,1181.110838,1721.571065,0.071860958,0.072033952,0.081618998,0.071433146,0.268068942,0.268391416,0.285690388,0.267269799,2.308627666,2.315088523,2.19300728,2.264824539
4,441,0.523809524,1.423823334,0.85183542,107.343719,192.8635038,0.896417928,0.305760109,0.306942841,0.328117074,0.305661842,16.41509642,15.20645369,12.23939593,15.88416214,890.1321313,786.7296545,552.1121073,858.3139245,0.06716969,0.066647337,0.075254826,0.066272244,0.25917116,0.258161455,0.274326131,0.257433961,1.719324895,1.684910054,1.570347293,1.708768612
4,448,0.526785714,1.478279107,0.849998124,109.5888317,184.200297,0.865612554,0.321515292,0.326175927,0.342476283,0.320522561,22.81668406,20.18674278,17.56273673,22.89245495,1741.935828,1437.94781,1116.081006,1711.612846,0.082381216,0.08218334,0.090563409,0.082133129,0.287021281,0.286676368,0.30093755,0.286588779,2.337339886,2.27444743,2.218987228,2.349995641
4,477,0.538784067,1.634988697,0.842443903,71.504303,190.9437878,0.896082046,0.385352705,0.384310633,0.406068833,0.387338808,18.45327111,18.68216497,13.90543593,16.10868312,1413.771447,1418.830307,870.0624629,1114.503606,0.122071258,0.121166962,0.131330746,0.121594697,0.349386975,0.348090452,0.362395842,0.348704311,2.286259496,2.309397238,2.161616173,2.19887896
4,451,0.523281596,1.404354136,0.852159827,100.5559961,186.9477996,0.836864347,0.284684108,0.28072629,0.300313921,0.282715585,19.74646049,19.83673725,17.43045527,19.4504455,1204.975783,1202.568127,984.5788174,1182.782255,0.05998902,0.058439394,0.066314374,0.058571651,0.24492656,0.241742413,0.257515774,0.242015808,2.250596173,2.251179968,2.215696879,2.245511725
4,460,0.554347826,1.572617946,0.8322851,92.7371185,176.0606309,0.902273356,0.330336971,0.331407704,0.343447464,0.320535371,16.8777913,15.87266723,14.32607628,18.0256343,1236.566122,1159.717743,889.7239819,1300.868194,0.07913356,0.078263294,0.086522021,0.076957734,0.281306879,0.279755775,0.294146258,0.27741257,2.175141945,2.09948525,2.088154368,2.211463467
4,467,0.516059957,1.423483359,0.856552462,81.84425173,179.5872125,0.865182732,0.293837529,0.293298076,0.31060126,0.292216077,21.01797445,20.17816296,17.81960985,20.81275118,1337.443627,1196.704887,972.7173663,1333.739636,0.06734988,0.066702539,0.074543033,0.066397098,0.259518554,0.258268346,0.273025701,0.257676343,2.255777628,2.245465124,2.174021746,2.25081721
4,438,0.48630137,1.411118758,0.873791152,96.18612129,160.8738075,0.896953682,0.283976297,0.284447276,0.307813505,0.286258,22.98609282,22.50115759,17.84297781,21.50867638,1791.380872,1746.707406,1121.944378,1544.199149,0.062125479,0.061999261,0.072274658,0.062576922,0.249249832,0.248996509,0.268839465,0.250153797,2.162395809,2.161837929,2.052609195,2.150161339
4,461,0.427331887,2.012475901,0.904094828,78.66312475,199.908211,0.854141378,0.392492662,0.393990301,0.414371067,0.39552395,25.58655324,24.54898471,21.18340903,24.0727316,2116.919186,1925.10916,1495.06452,1892.320779,0.138227479,0.139278461,0.15277677,0.139414264,0.371789563,0.373200296,0.39086669,0.373382196,2.431065745,2.434589821,2.401376994,2.411927021
4,342,0.65497076,1.371514506,0.755654222,118.2767727,176.7178493,0.885448337,0.225490693,0.216112173,0.24636608,0.229315987,18.26518732,19.61309844,14.31075138,16.88507262,1240.152234,1246.420871,803.830887,1129.301506,0.02632597,0.026050049,0.03257462,0.026254037,0.162252798,0.161400275,0.180484404,0.162030977,2.034115126,2.102540709,1.87806853,1.971756373
4,413,0.571428571,1.646154756,0.820651807,87.843918,194.3225469,0.860690662,0.323763979,0.328277463,0.355370883,0.324712309,22.94318837,21.09403718,15.91604354,20.73253731,1745.5012,1592.776547,978.8157403,1423.828524,0.084241882,0.084125041,0.096421405,0.083792764,0.29024452,0.290043172,0.310517962,0.289469798,2.320687773,2.272770588,2.143590077,2.255399366
4,480,0.45625,1.512278632,0.889851638,101.9476788,196.4568874,0.869987809,0.346575061,0.346587708,0.366671867,0.34619452,16.96082555,16.26956224,13.47714492,16.19170412,1327.579167,1277.0013,868.6336554,1098.677848,0.0887506,0.08820238,0.099593507,0.089504721,0.29791039,0.296988856,0.31558439,0.299173396,1.958352887,1.938497637,1.911564317,1.992967132
4,454,0.473568282,1.534302129,0.880757107,105.6327118,198.4289622,0.849806888,0.337263113,0.337785022,0.357749356,0.33994497,21.38977344,20.75678778,17.30534003,19.95979989,1510.877292,1361.432175,1024.729715,1360.414566,0.094164256,0.094470972,0.105280158,0.0945181,0.30686195,0.307361305,0.324469041,0.307437961,2.185693151,2.188160188,2.096544507,2.142756019
4,452,0.46460177,1.518792902,0.885519732,99.66784661,194.4754425,0.91071999,0.345565451,0.34727388,0.375880471,0.349455676,16.4862616,15.10621099,11.03312027,15.49917649,1143.370397,960.4223084,611.3391179,1079.814125,0.086582724,0.08736155,0.09800823,0.085881516,0.294249425,0.295569873,0.313062661,0.293055483,1.950833563,1.910831204,1.725326125,1.912862411
4,467,0.507494647,1.493291058,0.86165491,92.23173321,155.993829,0.926240089,0.350514225,0.36025275,0.374869207,0.347843102,18.29802296,15.28785028,12.02853124,17.92532374,1791.206444,1328.740348,976.5251064,1755.573003,0.08773676,0.08776992,0.095108051,0.086875128,0.296203917,0.296259886,0.308395931,0.29474587,2.069083677,1.958988042,1.768611233,2.060518038
4,430,0.502325581,1.462953629,0.864678559,107.2075366,174.5344423,0.877671265,0.307568371,0.310428827,0.333737256,0.309170055,25.5,22.86604216,18.03645969,24.60195766,2042.970164,1750.516388,1184.825087,1941.676344,0.076326924,0.075642249,0.084592662,0.075628252,0.276273278,0.27503136,0.290848177,0.275005912,2.390531463,2.328327196,2.222642702,2.371737394
4,409,0.425427873,1.537992739,0.904992334,86.48327853,170.7092291,0.869222632,0.30173615,0.30022191,0.321889642,0.299943191,22.70570449,21.41979666,18.64053431,22.2860276,2053.636681,1788.484633,1295.093362,1860.563094,0.067228574,0.066485095,0.077976291,0.067218495,0.259284736,0.257847037,0.279242352,0.259265298,1.99123857,1.989157475,1.998859777,2.007749535
4,468,0.463675214,1.90896531,0.886005246,81.53447359,183.3205621,0.929281629,0.362846759,0.3651684,0.388032225,0.364267193,18.48128326,16.15029545,11.96949368,17.6998543,1456.255029,1120.26115,711.8776264,1392.167598,0.099396643,0.099952573,0.109679414,0.098890073,0.315272332,0.316152769,0.331178824,0.31446792,2.20446295,2.15084604,1.966332421,2.164960484
4,372,0.561827957,1.758427665,0.8272541,57.66921336,182.6744482,0.865491573,0.278983292,0.280156666,0.30097697,0.277477148,19.92782785,18.88154825,17.36570929,20.18727466,1380.419157,1251.450557,1028.307002,1330.926246,0.055956201,0.055999804,0.06562357,0.056334926,0.236550632,0.236642777,0.256170977,0.237349796,2.097655021,2.04598693,2.056934536,2.125571811
4,441,0.43537415,1.656111252,0.900249604,90.51772723,173.3339002,0.875420894,0.327067211,0.33113852,0.354397989,0.328668516,27.52743522,26.3289352,21.70123758,25.69867082,2414.969103,2149.827742,1505.309824,2138.207751,0.090251069,0.092258118,0.105873514,0.090589643,0.300418157,0.303740215,0.325382105,0.300981134,2.314898145,2.325371075,2.273927775,2.289928287
4,462,0.487012987,1.717457931,0.873394728,34.09284271,179.6184993,0.865174516,0.312078658,0.315457568,0.339219604,0.312475713,22.97934868,20.61248987,17.9480671,22.50033591,1897.883697,1581.839307,1228.114155,1779.239355,0.075620903,0.076465317,0.089518408,0.076348096,0.27499255,0.276523628,0.299196271,0.276311593,2.414668149,2.347575145,2.355071867,2.42723984
4,432,0.469907407,1.705053176,0.882715712,45.00541644,180.1379766,0.865772715,0.346690589,0.346531269,0.36750932,0.346603765,23.22871072,21.66511295,18.30397665,22.50017611,2057.127139,1794.794475,1289.919486,1891.307413,0.09878946,0.09816481,0.110267634,0.099159543,0.314307907,0.31331264,0.332065707,0.314896083,2.231943478,2.190604772,2.171450822,2.232767392
4,419,0.508353222,1.595277462,0.861148653,50.09483792,155.7193855,0.911381503,0.30575456,0.304316421,0.32403041,0.302796656,18.19326005,17.70271517,15.90315484,18.36284084,1266.866062,1252.015484,1067.751763,1258.612636,0.068816928,0.067018246,0.076118971,0.068105663,0.262329808,0.258878825,0.275896668,0.260970618,2.141520983,2.086350247,2.078184578,2.178726868
4,409,0.474327628,1.465205388,0.880348397,74.83636226,186.7518715,0.82311259,0.26725758,0.267721552,0.287697713,0.265495119,23.9948513,21.69669916,18.68847606,24.23528265,1714.245482,1432.407524,1130.164387,1720.642092,0.053855683,0.053007977,0.060720816,0.052850325,0.232068273,0.230234612,0.24641594,0.229891985,2.234030403,2.174158409,2.112345124,2.250270883
4,413,0.496368039,1.640063538,0.868112188,77.67115101,189.9259907,0.840935721,0.329941259,0.328948108,0.34558312,0.328626786,22.66199758,21.56606941,19.62898135,22.13279568,1742.226864,1557.105195,1274.35122,1602.602769,0.089806941,0.089210778,0.099241227,0.089529864,0.299678062,0.298681733,0.315025756,0.299215414,2.224066251,2.214784271,2.197138691,2.219592557
4,457,0.496717724,1.718073566,0.867912151,96.30507331,170.3205545,0.912114938,0.296732367,0.305272939,0.318847392,0.290287357,18.98577681,15.87268732,14.53575884,19.99401103,1535.723313,1223.496936,923.9946883,1547.744117,0.058390767,0.057912622,0.065829087,0.057471166,0.241641816,0.240650414,0.256571797,0.239731446,2.277750831,2.116384694,2.14519858,2.355068348
4,395,0.534177215,1.407212927,0.845372523,66.74969104,165.0829924,0.876731316,0.276585375,0.277072851,0.303647739,0.277431275,22.80389578,20.94490777,17.02087738,22.19516414,1903.168748,1644.100325,1164.340941,1823.283789,0.053251201,0.05318725,0.063571507,0.05307324,0.230762217,0.230623612,0.252133908,0.230376301,2.06157303,2.02619185,1.97150056,2.060709827
4,430,0.572093023,1.584137657,0.820188742,36.1842976,174.730951,0.879275485,0.371646327,0.369708305,0.385500271,0.37010192,18.84525716,18.48127886,16.59921569,19.01059248,1522.992898,1428.910643,1215.00285,1519.589629,0.111168815,0.109688109,0.118821616,0.110208395,0.333419878,0.331191951,0.344705115,0.331976498,2.184028749,2.194682562,2.159398154,2.194468916
4,442,0.475113122,1.549207621,0.879924725,72.41973713,177.5975113,0.898537611,0.354543905,0.353660926,0.377458835,0.357895468,19.83372696,19.41888327,15.45354691,18.39764818,1675.720472,1530.16056,988.0578185,1473.07081,0.099248835,0.098991255,0.113353895,0.10129723,0.31503783,0.314628758,0.336680701,0.318272257,1.978558285,2.002355143,1.962604203,1.974892706
4,476,0.539915966,1.403759209,0.841718925,85.71331295,170.1611189,0.87920707,0.302098141,0.300440598,0.320331963,0.302539662,18.98366013,18.38927782,15.1948582,17.78780063,1538.286198,1464.644955,1018.89514,1335.442822,0.064429394,0.063772213,0.072851827,0.064318022,0.253829459,0.252531608,0.269910776,0.25360998,2.074004973,2.065632961,2.032863473,2.069734852
4,476,0.428571429,1.57902953,0.903507903,78.92820069,183.3163206,0.877675517,0.339519828,0.342017096,0.364300125,0.343022089,27.43191799,26.26106992,21.32122934,25.24537076,2352.42343,2035.246939,1469.720089,2104.567638,0.100836173,0.10202073,0.11402227,0.101738894,0.317547119,0.31940684,0.337671838,0.318965349,2.464647792,2.472008529,2.371924003,2.43013565
4,479,0.461377871,1.510124894,0.887203731,80.25338422,165.1290679,0.910709103,0.338076285,0.338629083,0.359598451,0.339946141,18.91727557,18.36008732,14.96522329,18.0910405,1519.339741,1350.169081,955.8953262,1413.768111,0.088969298,0.089412694,0.099295162,0.088807336,0.298277216,0.299019554,0.315111348,0.298005597,2.081119986,2.119374491,1.997753029,2.066513187
4,446,0.616591928,1.449129813,0.787282919,86.94997962,179.1496453,0.867170944,0.311182974,0.310907274,0.324610096,0.308991843,20.32095167,19.23580338,17.59905174,20.72876559,1442.939171,1291.605074,1101.852657,1476.21949,0.076351708,0.075356318,0.082491483,0.074810524,0.276318129,0.274511053,0.287213306,0.273515125,2.178205229,2.132018687,2.126893749,2.19615519
4,445,0.548314607,1.845217864,0.83627214,90.6251888,188.2424388,0.882549425,0.306379701,0.304232696,0.323144943,0.306759093,19.63322834,19.5795446,17.21176416,18.84606009,1205.61826,1176.098724,962.5248975,1124.676824,0.073103807,0.072665257,0.079274325,0.07198718,0.270377157,0.26956494,0.281556966,0.268304267,2.442049264,2.450746398,2.391172998,2.406391622
4,462,0.448051948,1.6079427,0.894007523,75.81961436,189.119445,0.882527669,0.350452454,0.352057307,0.370267686,0.351315096,18.83236895,18.11059006,16.15711583,18.34680663,1215.11069,1114.256459,878.7754945,1123.944113,0.101048317,0.101281247,0.111740693,0.100612729,0.31788098,0.318247148,0.334276372,0.317195096,2.084991933,2.075112376,2.060098174,2.090988957
4,480,0.439583333,1.43297773,0.898201811,89.50655608,185.2041667,0.871224893,0.307798577,0.304646985,0.325801274,0.308448883,17.5361246,17.86795153,14.69156398,16.62504567,1105.35538,1165.659146,825.3315041,995.0434478,0.068285195,0.067659011,0.078017423,0.069086523,0.26131436,0.260113459,0.279315991,0.262843153,1.865950617,1.886423701,1.83544722,1.872895895
4,434,0.493087558,1.36928702,0.86997969,92.30758215,184.7479327,0.849098297,0.276542656,0.27570351,0.290838111,0.272531518,17.16893039,16.71193798,15.44448075,17.51348837,1014.69798,929.1957697,778.1814043,1011.624806,0.052750213,0.052192296,0.059704281,0.051550048,0.229674146,0.228456333,0.244344594,0.227046357,1.692009533,1.689777461,1.687177302,1.71334985
4,433,0.614318707,1.399404653,0.789058,85.32611263,177.3601903,0.879970706,0.301887313,0.298550796,0.310231327,0.294486929,15.26318211,14.9094112,14.398628,16.21671204,988.5588915,912.0250538,882.3193996,1102.787078,0.063079255,0.062185904,0.067971713,0.060822414,0.251155838,0.249371017,0.260713853,0.246622006,1.895351481,1.900501403,1.894648886,1.9289073
4,471,0.450106157,1.74971744,0.892975054,84.46786244,178.7646717,0.914784741,0.360785918,0.36015415,0.382152306,0.362925182,17.99226643,17.95917065,14.30030772,16.57912617,1494.256993,1420.580938,970.1418738,1308.068893,0.101351471,0.101761597,0.113094683,0.10116165,0.318357457,0.319000935,0.336295529,0.318059193,2.141541674,2.185461212,2.085019562,2.081248309
